,loss,accuracy,val_loss,val_accuracy
0,0.28788816928863525,0.8929077982902527,0.278166800737381,0.8998404145240784
1,0.2757789194583893,0.8975266218185425,0.2770587205886841,0.8989893794059753
2,0.27163460850715637,0.8988829851150513,0.271237313747406,0.900957465171814
3,0.26790866255760193,0.8995212912559509,0.27122876048088074,0.9011170268058777
4,0.26421234011650085,0.9004166722297668,0.26835307478904724,0.9019680619239807
5,0.26257821917533875,0.9008776545524597,0.26802244782447815,0.9020744562149048
6,0.25888368487358093,0.90224289894104,0.26907721161842346,0.903723418712616
7,0.25711461901664734,0.9030585289001465,0.2670063376426697,0.9034574627876282
8,0.254815936088562,0.9034929275512695,0.26884278655052185,0.9027127623558044
9,0.25534260272979736,0.9038829803466797,0.2658585011959076,0.9030851125717163
10,0.2513240873813629,0.9047694802284241,0.26867571473121643,0.9027127623558044
11,0.24899134039878845,0.9048492908477783,0.26368147134780884,0.9040425419807434
12,0.24787871539592743,0.9056205749511719,0.26302415132522583,0.9055851101875305
13,0.24653156101703644,0.905904233455658,0.26646187901496887,0.9035638570785522
14,0.2447647899389267,0.9068439602851868,0.26545995473861694,0.903723418712616
15,0.24258020520210266,0.9070744514465332,0.26519346237182617,0.9052659869194031
16,0.24199612438678741,0.9072251915931702,0.2636024057865143,0.9049468040466309
17,0.2395847886800766,0.9078900814056396,0.26571086049079895,0.9053191542625427
18,0.2393481582403183,0.9081205725669861,0.2650108337402344,0.9055319428443909
19,0.23893192410469055,0.9079432487487793,0.2654998004436493,0.9057446718215942
20,0.23755808174610138,0.9087234139442444,0.26796868443489075,0.9032979011535645
21,0.23546889424324036,0.9087677597999573,0.263670951128006,0.9053191542625427
22,0.23539616167545319,0.9089627861976624,0.2666257917881012,0.9050531983375549
23,0.23431317508220673,0.9096986055374146,0.26448771357536316,0.9055319428443909
24,0.23132936656475067,0.9108155965805054,0.2607349157333374,0.9076063632965088
25,0.23350191116333008,0.9088120460510254,0.2643502354621887,0.9066489338874817
26,0.23114973306655884,0.9105762243270874,0.26473501324653625,0.9064361453056335
27,0.22827289998531342,0.9116312265396118,0.2668316662311554,0.906010627746582
28,0.2291407287120819,0.9110726714134216,0.26463356614112854,0.9075531959533691
29,0.22786889970302582,0.9109929203987122,0.2650620639324188,0.9063829779624939
30,0.22471363842487335,0.9119237661361694,0.26482507586479187,0.9061701893806458
31,0.2260344922542572,0.9115868806838989,0.2678728401660919,0.9054255485534668
32,0.22436049580574036,0.9130319356918335,0.27022093534469604,0.9067021012306213
33,0.22408539056777954,0.912934422492981,0.2643356919288635,0.9058510661125183
34,0.22345145046710968,0.9125797748565674,0.2635284960269928,0.9073936343193054
35,0.22231052815914154,0.9130851030349731,0.2718026638031006,0.9055851101875305
36,0.22126440703868866,0.913874089717865,0.2667435109615326,0.9075531959533691
37,0.22144782543182373,0.9133333563804626,0.26759132742881775,0.906010627746582
38,0.22083692252635956,0.9130585193634033,0.26788604259490967,0.9063298106193542
39,0.21932370960712433,0.913936197757721,0.26944810152053833,0.9063298106193542
40,0.2168784737586975,0.9146365523338318,0.2653733491897583,0.9053723216056824
41,0.21941041946411133,0.9139450192451477,0.26883402466773987,0.906010627746582
42,0.21777234971523285,0.9139804840087891,0.27068135142326355,0.9068084955215454
43,0.21690581738948822,0.9147251844406128,0.26895052194595337,0.9067021012306213
44,0.21734841167926788,0.9139539003372192,0.2743091881275177,0.9055851101875305
45,0.2153092622756958,0.9153280258178711,0.27038222551345825,0.9066489338874817
46,0.21545842289924622,0.915549635887146,0.27730894088745117,0.9062765836715698
47,0.21645832061767578,0.9138563871383667,0.2716714143753052,0.9066489338874817
48,0.21286547183990479,0.9153723120689392,0.27142468094825745,0.9064361453056335
49,0.21349364519119263,0.9151595830917358,0.26933231949806213,0.9076595902442932
