,loss,accuracy,val_loss,val_accuracy
0,0.9997177124023438,0.707012414932251,0.4776437282562256,0.8381915092468262
1,0.48913630843162537,0.8343883156776428,0.38001325726509094,0.8685106635093689
2,0.4256274104118347,0.8523670434951782,0.4037661552429199,0.8613829612731934
3,0.39460238814353943,0.8610904216766357,0.3359909653663635,0.8800531625747681
4,0.3736608326435089,0.8671454191207886,0.34295782446861267,0.8789893388748169
5,0.36040088534355164,0.8710461258888245,0.3311101198196411,0.8811702132225037
6,0.3488377630710602,0.8748581409454346,0.31969568133354187,0.8878723382949829
7,0.3392164409160614,0.8774468302726746,0.32899290323257446,0.8828723430633545
8,0.33154812455177307,0.8795567154884338,0.30733349919319153,0.8913829922676086
9,0.32134151458740234,0.8826152682304382,0.3150962293148041,0.8894680738449097
10,0.3188178539276123,0.8835726976394653,0.31645625829696655,0.8896808624267578
11,0.31193065643310547,0.8865691423416138,0.3150123357772827,0.888085126876831
12,0.3101070821285248,0.8857623934745789,0.3142487108707428,0.8895213007926941
13,0.30192068219184875,0.8887056708335876,0.30192726850509644,0.8940957188606262
14,0.299296110868454,0.8893794417381287,0.30984851717948914,0.8876595497131348
15,0.29339370131492615,0.8907358050346375,0.3076862096786499,0.8928191661834717
16,0.29004478454589844,0.8914450407028198,0.2974664270877838,0.8947872519493103
17,0.2873915135860443,0.8927127718925476,0.3074618875980377,0.8932446837425232
18,0.2855592668056488,0.8930673599243164,0.2873408794403076,0.8985106348991394
19,0.28211939334869385,0.895035445690155,0.29783692955970764,0.8951063752174377
20,0.2792421877384186,0.8955762386322021,0.3053218424320221,0.8931915163993835
21,0.2761765420436859,0.8952571153640747,0.29262036085128784,0.897712767124176
22,0.27203691005706787,0.897801399230957,0.2919069230556488,0.8991489410400391
23,0.27188315987586975,0.8968439698219299,0.29260188341140747,0.8971808552742004
24,0.2664716839790344,0.8989716172218323,0.2953701317310333,0.8956382870674133
25,0.26623159646987915,0.8978102803230286,0.29484936594963074,0.8957446813583374
26,0.2629653811454773,0.900567352771759,0.29831168055534363,0.8969680666923523
27,0.26016151905059814,0.9013120532035828,0.2952196002006531,0.897606372833252
28,0.25803712010383606,0.9011436104774475,0.2914104461669922,0.8969148993492126
29,0.2569240629673004,0.9020035266876221,0.2918210029602051,0.8979255557060242
30,0.25587108731269836,0.9024645686149597,0.2907218635082245,0.8988297581672668
31,0.25442197918891907,0.9027038812637329,0.29369163513183594,0.8974999785423279
32,0.2508843243122101,0.9030673503875732,0.2879795730113983,0.8998936414718628
33,0.25021085143089294,0.9039982557296753,0.301622211933136,0.8993085026741028
34,0.24824677407741547,0.9047074317932129,0.29344478249549866,0.8938829898834229
35,0.24778446555137634,0.9036347270011902,0.2909087836742401,0.8992021083831787
36,0.24605229496955872,0.9055052995681763,0.29172471165657043,0.8988297581672668
37,0.24330995976924896,0.904920220375061,0.2907739281654358,0.899627685546875
38,0.24325692653656006,0.9055673480033875,0.2965828478336334,0.8999468088150024
39,0.24237965047359467,0.9056915044784546,0.28815990686416626,0.8990957736968994
40,0.24114950001239777,0.9062056541442871,0.29606500267982483,0.8987765908241272
41,0.23748183250427246,0.9072163105010986,0.29548919200897217,0.8987234234809875
42,0.238222137093544,0.9072251915931702,0.2946871817111969,0.8995744585990906
43,0.2351396381855011,0.9087056517601013,0.29196423292160034,0.8999999761581421
44,0.23581239581108093,0.9078900814056396,0.2901761829853058,0.8986701965332031
45,0.23229564726352692,0.9084751605987549,0.2912681996822357,0.9005318880081177
46,0.23119297623634338,0.9099733829498291,0.300351083278656,0.9003191590309143
47,0.2306804209947586,0.9086524844169617,0.29252564907073975,0.8993617296218872
48,0.22918328642845154,0.9100620746612549,0.2936752140522003,0.9009042382240295
49,0.23142583668231964,0.909361720085144,0.296969473361969,0.9030851125717163
