,loss,accuracy,val_loss,val_accuracy
0,0.7749894857406616,0.7509574294090271,0.3854827880859375,0.8631383180618286
1,0.6263999342918396,0.7904521226882935,0.38136130571365356,0.8639893531799316
2,0.5888057351112366,0.8015159368515015,0.35995885729789734,0.870319128036499
3,0.5609633922576904,0.8099113702774048,0.35770702362060547,0.875851035118103
4,0.5452219247817993,0.815026581287384,0.3679417371749878,0.8708510398864746
5,0.536431074142456,0.8180407881736755,0.38475510478019714,0.865372359752655
6,0.521532416343689,0.8215425610542297,0.36464619636535645,0.8717021346092224
7,0.5139371752738953,0.82432621717453,0.37367507815361023,0.8698936104774475
8,0.50551438331604,0.8263475298881531,0.35672885179519653,0.875851035118103
9,0.5000077486038208,0.8288386464118958,0.33439120650291443,0.8817021250724792
10,0.4963090121746063,0.8304255604743958,0.3420639932155609,0.8768085241317749
11,0.49046170711517334,0.8310283422470093,0.33880358934402466,0.8817552924156189
12,0.485577791929245,0.8327216506004333,0.37910404801368713,0.8678191304206848
13,0.4788903594017029,0.8348227143287659,0.34126773476600647,0.8724468350410461
14,0.4742327332496643,0.8367641568183899,0.33666449785232544,0.8804787397384644
15,0.47219231724739075,0.8384131193161011,0.3393678367137909,0.8806383013725281
16,0.46992573142051697,0.8383333086967468,0.3357088267803192,0.8814893364906311
17,0.46348240971565247,0.839831531047821,0.34528934955596924,0.8753723502159119
18,0.46724605560302734,0.8391755223274231,0.33670297265052795,0.8787233829498291
19,0.4572174847126007,0.8425531983375549,0.32852911949157715,0.8809574246406555
20,0.4591211974620819,0.8420656323432922,0.33689436316490173,0.879095733165741
21,0.4581410884857178,0.841507077217102,0.34063664078712463,0.8769680857658386
22,0.45140135288238525,0.8435549736022949,0.3302932679653168,0.8835106492042542
23,0.4493650197982788,0.8445389866828918,0.3215213716030121,0.885212779045105
24,0.4460325837135315,0.8437677025794983,0.32862934470176697,0.8817552924156189
25,0.447110116481781,0.8447251915931702,0.3266366124153137,0.8840957283973694
26,0.4449058175086975,0.8458776473999023,0.3444655239582062,0.8785106539726257
27,0.44162413477897644,0.8465602993965149,0.3278036117553711,0.8828723430633545
28,0.44347405433654785,0.8457446694374084,0.3205341398715973,0.887393593788147
29,0.4399394690990448,0.8482535481452942,0.33346155285835266,0.8806914687156677
30,0.4371848404407501,0.8473138213157654,0.32346150279045105,0.8862233757972717
31,0.4374164640903473,0.848625898361206,0.3254947364330292,0.8852659463882446
32,0.432559609413147,0.8494592308998108,0.33011558651924133,0.8795212507247925
33,0.4331042170524597,0.8499113321304321,0.3245328664779663,0.8819149136543274
34,0.4301123023033142,0.8497251868247986,0.3204703629016876,0.8837766051292419
35,0.43089908361434937,0.8490602970123291,0.31729620695114136,0.8883510828018188
36,0.42900657653808594,0.8503014445304871,0.3317902386188507,0.8843616843223572
37,0.42723584175109863,0.8511435985565186,0.3335053324699402,0.8833510875701904
38,0.42583853006362915,0.8514450192451477,0.32641705870628357,0.8840425610542297
39,0.4266354441642761,0.8520922064781189,0.32078981399536133,0.8875532150268555
40,0.4252835512161255,0.8519946932792664,0.3205818235874176,0.8834574222564697
41,0.4245181977748871,0.8514804840087891,0.3362274169921875,0.8782446980476379
42,0.42409977316856384,0.8515514135360718,0.3334229290485382,0.8822872042655945
43,0.4220738708972931,0.8515957593917847,0.331432968378067,0.879095733165741
44,0.42072179913520813,0.8535549640655518,0.3203900158405304,0.8865957260131836
45,0.4208126366138458,0.8530939817428589,0.31391972303390503,0.889308512210846
46,0.417451411485672,0.8536613583564758,0.31988129019737244,0.885319173336029
47,0.418254554271698,0.8539184331893921,0.3258132338523865,0.8815957307815552
48,0.4205794632434845,0.8529166579246521,0.32383567094802856,0.8839893341064453
49,0.41706037521362305,0.8554610013961792,0.3407144546508789,0.8761702179908752
